Handle;Title;Type;Tags;Published;Metafield: shopify--discovery--product_recommendation.related_products_display [single_line_text_field];Metafield: shopify--discovery--product_recommendation.related_products [list.product_reference]
2024-jeep-compass-smart-key-remote-pn-68250341ab;2024 Jeep Compass Smart Key Remote PN: 68250341AB;Smart Key Remote; ymm_2024_Jeep_Compass;TRUE;only manual;
2024-jeep-gladiator-smart-flipkey-fob-pn-68416782ab;2024 Jeep Gladiator Smart Flipkey Fob PN: 68416782AB;Flipkey Remote; ymm_2024_Jeep_Gladiator;TRUE;only manual;
2024-jeep-gladiator-smart-flipkey-fob-pn-68416784ab;2024 Jeep Gladiator Smart Flipkey Fob PN: 68416784AB;Flipkey Remote; ymm_2024_Jeep_Gladiator;TRUE;only manual;
2024-jeep-gladiator-smart-flipkey-fob-pn-68416785ab;2024 Jeep Gladiator Smart Flipkey Fob PN: 68416785AB;Smart FlipKey Remote; ymm_2024_Jeep_Gladiator;TRUE;only manual;
2024-jeep-wrangler-smart-flipkey-fob-pn-68416782ab;2024 Jeep Wrangler Smart Flipkey Fob PN: 68416782AB;Flipkey Remote; ymm_2024_Jeep_Wrangler;TRUE;only manual;
2024-jeep-wrangler-smart-flipkey-fob-pn-68416784ab;2024 Jeep Wrangler Smart Flipkey Fob PN: 68416784AB;Flipkey Remote; ymm_2024_Jeep_Wrangler;TRUE;only manual;
2024-jeep-wrangler-smart-flipkey-fob-pn-68416785ab;2024 Jeep Wrangler Smart Flipkey Fob PN: 68416785AB;Smart FlipKey Remote; ymm_2024_Jeep_Wrangler;TRUE;only manual;
2024-kia-carnival-mpv-smart-key-fob-pn-95440-r0410;2024 Kia Carnival Smart Key Fob PN: 95440-R0410;Smart Key Remote; ymm_2024_Kia_Carnival;TRUE;only manual;
2024-kia-ev6-smart-key-remote-pn-95440-cv000;2024 Kia EV6 Smart Key Remote PN: 95440-CV000;Smart Key Remote; ymm_2024_Kia_EV6;TRUE;only manual;
2024-kia-ev6-smart-key-remote-pn-95440-cv010;2024 Kia EV6 Smart Key Remote PN: 95440-CV010;Smart Key Remote; ymm_2024_Kia_EV6;TRUE;only manual;
2024-kia-ev6-smart-key-remote-pn-95440-cv020;2024 Kia EV6 Smart Key Remote PN: 95440-CV020;Smart Key Remote; ymm_2024_Kia_EV6;TRUE;only manual;
2024-kia-forte-smart-key-remote-pn-95440-m7200;2024 Kia Forte Smart Key Remote PN: 95440-M7200;Smart Key Remote; ymm_2024_Kia_Forte;TRUE;only manual;
2024-kia-k5-flipkey-remote-pn-95430-l2010;2024 Kia K5 FlipKey Remote PN: 95430-L2010;Flipkey Remote; ymm_2024_Kia_K5;TRUE;only manual;
2024-kia-k5-smart-key-remote-pn-95440-l3430;2024 Kia K5 Smart Key Remote PN: 95440-L3430;Smart Key Remote; ymm_2024_Kia_K5;TRUE;only manual;
2024-kia-niro-flipkey-remote-pn-95430-at010;2024 Kia Niro FlipKey Remote PN: 95430-AT010;Flipkey Remote; ymm_2024_Kia_Niro;TRUE;only manual;
2024-kia-niro-smart-key-remote-pn-95440-at000;2024 Kia Niro Smart Key Remote PN: 95440-AT000;Smart Key Remote; ymm_2024_Kia_Niro;TRUE;only manual;
2024-kia-niro-smart-key-remote-pn-95440-at010;2024 Kia Niro Smart Key Remote PN: 95440-AT010;Smart Key Remote; ymm_2024_Kia_Niro;TRUE;only manual;
2023-kia-seltos-flipkey-remote-pn-95430-q5850;2024 Kia Seltos FlipKey Remote PN: 95430-Q5850;Flipkey Remote; ymm_2024_Kia_Seltos;TRUE;only manual;
2024-kia-seltos-flipkey-remote-pn-95430-q5500;2024 Kia Seltos Flipkey Remote PN: 95430-Q5500;Flipkey Remote; ymm_2024_Kia_Seltos;TRUE;only manual;
2024-kia-seltos-smart-key-remote-pn-95440-q5410;2024 Kia Seltos Smart Key Remote PN: 95440-Q5410;Smart Key Remote; ymm_2024_Kia_Seltos;TRUE;only manual;
2024-kia-sorento-smart-key-fob-pn-95430-r0000;2024 Kia Sorento Smart Key Fob PN: 95430-R0000;Smart Key Remote; ymm_2024_Kia_Sorento;TRUE;only manual;
2024-kia-sorento-smart-key-fob-pn-95440-p2020;2024 Kia Sorento Smart Key Fob PN: 95440-P2020;Smart Key Remote; ymm_2024_Kia_Sorento;TRUE;only manual;
2024-kia-sportage-smart-key-remote-pn-95440-p1100;2024 Kia Sportage Smart Key Remote PN: 95440-P1100;Smart Key Remote; ymm_2024_Kia_Sportage;TRUE;only manual;
2024-kia-sportage-smart-key-remote-pn-95440-p1200;2024 Kia Sportage Smart Key Remote PN: 95440-P1200;Smart Key Remote; ymm_2024_Kia_Sportage;TRUE;only manual;
2024-kia-sportage-smart-key-remote-pn-95440-p1410;2024 Kia Sportage Smart Key Remote PN: 95440-P1410;Smart Key Remote; ymm_2024_Kia_Sportage;TRUE;only manual;
2024-kia-telluride-smart-key-remote-pn-95440-s9510;2024 Kia Telluride Smart Key Remote PN: 95440-S9510;Smart Key Remote; ymm_2024_Kia_Telluride;TRUE;only manual;
2024-kia-telluride-smart-key-remote-pn-95440-s9530;2024 Kia Telluride Smart Key Remote PN: 95440-S9530;Smart Key Remote; ymm_2024_Kia_Telluride;TRUE;only manual;
2024-kia-telluride-smart-key-remote-pn-95440-s9540;2024 Kia Telluride Smart Key Remote PN: 95440-S9540;Smart Key Remote; ymm_2024_Kia_Telluride;TRUE;only manual;
2024-kia-telluride-smart-key-remote-pn-95440-s9540-1;2024 Kia Telluride Smart Key Remote PN: 95440-S9540;Smart Key Remote; ymm_2024_Kia_Telluride;TRUE;only manual;
2024-kia-telluride-smart-key-remote-pn-95440-s9610;2024 Kia Telluride Smart Key Remote PN: 95440-S9610;Smart Key Remote; ymm_2024_Kia_Telluride;TRUE;only manual;
2024-kia-telluride-smart-key-remote-pn-95440-s9630;2024 Kia Telluride Smart Key Remote PN: 95440-S9630;Smart Key Remote; ymm_2024_Kia_Telluride;TRUE;only manual;
2024-lexus-rx350-smart-key-remote-pn-8990h-78640;2024 Lexus RX350 Smart Key Remote PN: 8990H-78640;Smart Key Remote; ymm_2024_Lexus_RX350;TRUE;only manual;
2024-lexus-rx500h-smart-key-remote-pn-8990h-78640;2024 Lexus RX500h Smart Key Remote PN: 8990H-78640;Smart Key Remote; ymm_2024_Lexus_RX500h;TRUE;only manual;
2024-nissan-ariya-smart-key-remote-pn-285e3-5mr1b;2024 Nissan Ariya Smart Key Remote PN: 285E3-5MR1B;Smart Key Remote; ymm_2024_Nissan_Ariya;TRUE;only manual;
2024-nissan-ariya-smart-key-remote-pn-285e3-5mr3b;2024 Nissan Ariya Smart Key Remote PN: 285E3-5MR3B;Smart Key Remote; ymm_2024_Nissan_Ariya;TRUE;only manual;
2024-nissan-armada-smart-key-fob-pn-285e3-6ju4a;2024 Nissan Armada Smart Key Fob PN: 285E3-6JU4A;Smart Key Remote; ymm_2024_Nissan_Arnada;TRUE;only manual;
2024-nissan-frontier-smart-key-remote-pn-285e3-9bu1a-285e3-9bu1b-fcc-kr5txn7;"2024 Nissan Frontier Smart Key Remote PN: 285E3-9BU1A, 285E3-9BU1B FCC: KR5TXN7";Smart Key Remote; ymm_2024_Nissan_Frontier;TRUE;only manual;
2024-nissan-frontier-smart-key-remote-pn-285e3-9bu5a;2024 Nissan Frontier Smart Key Remote PN: 285E3-9BU5A;Smart Key Remote; ymm_2024_Nissan_Frontier;TRUE;only manual;
2023-nissan-kicks-smart-key-remote-pn-285e3-5mr1b-1;2024 Nissan Kicks Smart Key Remote PN: 285E3-5MR1B;Smart Key Remote; ymm_2024_Nissan_Kicks;TRUE;only manual;
2024-nissan-kicks-smart-key-fob-pn-285e3-6ta1a;2024 Nissan Kicks Smart Key Fob PN: 285E3-6TA1A;Smart Key Remote; ymm_2024_Nissan_Kicks;TRUE;only manual;
2024-nissan-kicks-smart-key-fob-pn-285e3-6xr1a;2024 Nissan Kicks Smart Key Fob PN: 285E3-6XR1A;Smart Key Remote; ymm_2024_Nissan_Kicks;TRUE;only manual;
2024-nissan-kicks-smart-key-fob-pn-285e3-6xr5a;2024 Nissan Kicks Smart Key Fob PN: 285E3-6XR5A;Smart Key Remote; ymm_2024_Nissan_Kicks;TRUE;only manual;
2024-nissan-leaf-smart-key-remote-fcc-id-cwtwb1g0168-pn-285e3-5sa1a-285e3-5sa1b-285e3-5sa1c;"2024 Nissan Leaf Smart Key Remote FCC ID: CWTWB1G0168, PN: 285E3-5SA1A, 285E3-5SA1B, 285E3-5SA1C";Smart Key Remote; ymm_2024_Nissan_Leaf;TRUE;only manual;
2024-nissan-murano-smart-key-fob-pn-285e3-9uh7a;2024 Nissan Murano Smart Key Fob PN: 285E3-9UH7A;Smart Key Remote; ymm_2024_Nissan_Murano;TRUE;only manual;
2024-nissan-murano-smart-key-remote-285e3-9uf1a-285e3-9uf1b-kr5txn7;2024 Nissan Murano Smart Key Remote 285E3-9UF1A 285E3-9UF1B KR5TXN7;Smart Key Remote; ymm_2024_Nissan_Murano;TRUE;only manual;
2024-nissan-murano-smart-key-remote-285e3-9uf7a-285e3-9uf7b-kr5txn7;2024 Nissan Murano Smart Key Remote 285E3-9UF7A 285E3-9UF7B KR5TXN7;Smart Key Remote; ymm_2024_Nissan_Murano;TRUE;only manual;
2024-nissan-murano-smart-key-remote-pn-285e3-9bu1a-285e3-9bu1b-fcc-kr5txn7;"2024 Nissan Murano Smart Key Remote PN: 285E3-9BU1A, 285E3-9BU1B FCC: KR5TXN7";Smart Key Remote; ymm_2024_Nissan_Murano;TRUE;only manual;
2024-nissan-murano-smart-key-remote-pn-285e3-9bu5a;2024 Nissan Murano Smart Key Remote PN: 285E3-9BU5A;Smart Key Remote; ymm_2024_Nissan_Murano;TRUE;only manual;
2024-nissan-pathfinder-smart-key-fob-pn-285e3-6xr5a;2024 Nissan Pathfinder Smart Key Fob PN: 285E3-6XR5A;Smart Key Remote; ymm_2024_Nissan_Pathfinder;TRUE;only manual;
2024-nissan-pathfinder-smart-key-remote-pn-285e3-5mr1b;2024 Nissan Pathfinder Smart Key Remote PN: 285E3-5MR1B;Smart Key Remote; ymm_2024_Nissan_Pathfinder;TRUE;only manual;
2024-nissan-pathfinder-smart-key-remote-pn-285e3-7la7a;2024 Nissan Pathfinder Smart Key Remote PN: 285E3-7LA7A;Smart Key Remote; ymm_2024_Nissan_Pathfinder;TRUE;only manual;
ymm_2024_nissan_pathfinder;2024 Nissan Pathfinder Smart Key Remote PN: 285E3-6XR7A;Smart Key Remote; ymm_2024_Nissan_Pathfinder;TRUE;only manual;
2024-nissan-rogue-smart-key-remote-pn-285e3-5mr1b;2024 Nissan Rogue Smart Key Remote PN: 285E3-5MR1B;Smart Key Remote; ymm_2024_Nissan_Rogue;TRUE;only manual;
2024-nissan-rogue-smart-key-remote-pn-285e3-6ra5a;2024 Nissan Rogue Smart Key Remote PN: 285E3-6RA5A;Smart Key Remote; ymm_2024_Nissan_Rogue;TRUE;only manual;
2024-nissan-rogue-smart-key-remote-pn-285e3-7la7a;2024 Nissan Rogue Smart Key Remote PN: 285E3-7LA7A;Smart Key Remote; ymm_2024_Nissan_Rogue;TRUE;only manual;
2024-nissan-titan-smart-key-remote-285e3-9uf1a-285e3-9uf1b-kr5txn7;2024 Nissan Titan Smart Key Remote 285E3-9UF1A 285E3-9UF1B KR5TXN7;Smart Key Remote; ymm_2024_Nissan_Titan;TRUE;only manual;
2024-nissan-titan-smart-key-remote-pn-285e3-9bu1a-285e3-9bu1b-fcc-kr5txn7;"2024 Nissan Titan Smart Key Remote PN: 285E3-9BU1A, 285E3-9BU1B FCC: KR5TXN7";Smart Key Remote; ymm_2024_Nissan_Titan;TRUE;only manual;
2024-nissan-titan-smart-key-remote-pn-285e3-9bu5a;2024 Nissan Titan Smart Key Remote PN: 285E3-9BU5A;Smart Key Remote; ymm_2024_Nissan_Titan;TRUE;only manual;
2024-ram-1500-smart-key-fob-pn-68442906ab-68584152aa;"2024 Ram 1500 Smart Key Fob PN: 68442906AB, 68584152AA";Smart Key Remote; ymm_2024_RAM_1500;TRUE;only manual;
2024-ram-1500-smart-key-fob-pn-68575600aa;2024 Ram 1500 Smart Key Fob PN: 68575600AA;Smart Key Remote; ymm_2024_RAM_1500;TRUE;only manual;
2024-ram-1500-smart-key-fob-pn-68575606aa;2024 Ram 1500 Smart Key Fob PN: 68575606AA;Smart Key Remote; ymm_2024_RAM_1500;TRUE;only manual;
2024-ram-1500-smart-key-fob-pn-68575612aa;2024 Ram 1500 Smart Key Fob PN: 68575612AA;Smart Key Remote; ymm_2024_RAM_1500;TRUE;only manual;
2024-ram-1500-smart-key-fob-pn-68584164aa;2024 RAM 1500 Smart Key Fob PN: 68584164AA;Smart Key Remote; ymm_2024_RAM_1500;TRUE;only manual;
2024-ram-2500-smart-key-fob-pn-68475388aa;2024 Ram 2500 Smart Key Fob PN: 68475388AA;Smart Key Remote; ymm_2024_RAM_2500;TRUE;only manual;
2024-ram-3500-smart-key-fob-pn-68475388aa;2024 Ram 3500 Smart Key Fob PN: 68475388AA;Smart Key Remote; ymm_2024_RAM_3500;TRUE;only manual;
2024-toyota-4runner-smart-key-remote-pn-8990h-35010;2024 Toyota 4Runner Smart Key Remote PN: 8990H-35010;Smart Key Remote; ymm_2024_Toyota_4Runner;TRUE;only manual;
2024-toyota-bz4x-smart-key-remote-pn-8990h-42510;2024 Toyota bZ4X Smart Key Remote PN: 8990H-42510;Smart Key Remote; ymm_2024_Toyota_bZ4X;TRUE;only manual;
2024-toyota-bz4x-smart-key-remote-pn-8990h-42520;2024 Toyota bZ4X Smart Key Remote PN: 8990H-42520;Smart Key Remote; ymm_2024_Toyota_bZ4X;TRUE;only manual;
2024-toyota-camry-smart-key-fob-pn-89904-06220-89904-06240;"2024 Toyota Camry Smart Key Fob PN: 89904-06220, 89904-06240";Smart Key Remote; ymm_2024_Toyota_Camry;TRUE;only manual;
2024-toyota-corolla-cross-smart-key-remote-pn-8990h-0a010;2024 Toyota Corolla Cross Smart Key Remote PN: 8990H-0A010;Smart Key Remote; ymm_2024_Toyota_Corolla;TRUE;only manual;
2024-toyota-corolla-cross-smart-key-remote-pn-8990h-0a020;2024 Toyota Corolla Cross Smart Key Remote PN: 8990H-0A020;Smart Key Remote; ymm_2024_Toyota_Corolla;TRUE;only manual;
2024-toyota-corolla-smart-key-fob-pn-8990h-12460;2024 Toyota Corolla GR Smart Key Fob PN: 8990H-12460;Smart Key Remote; ymm_2024_Toyota_Corolla;TRUE;only manual;
2024-toyota-corolla-smart-key-remote-pn-8990h-12350;2024 Toyota Corolla Smart Key Remote PN: 8990H-12350;Smart Key Remote; ymm_2024_Toyota_Corolla;TRUE;only manual;
2024-toyota-crown-smart-key-fob-pn-8990h-30190;2024 Toyota Crown Smart Key Fob PN: 8990H-30190;Smart Key Remote; ymm_2024_Toyota_Crown;TRUE;only manual;
2024-toyota-gr86-smart-key-remote-pn-su003-10030;2024 Toyota GR86 Smart Key Remote PN: SU003-10030;Smart Key Remote; ymm_2024_Toyota_GR86;TRUE;only manual;
2024-toyota-grand-highlander-smart-key-remote-pn-8990h-0e330;2024 Toyota Grand Highlander Smart Key Remote PN: 8990H-0E330;Smart Key Remote; ymm_2024_Toyota_Highlander;TRUE;only manual;
2024-toyota-highlander-smart-key-remote-pn-8990h-0e600;2024 Toyota Highlander Smart Key Remote PN: 8990H-0E600;Smart Key Remote; ymm_2024_Toyota_Highlander;TRUE;only manual;
2024-toyota-prius-smart-key-fob-pn-8990h-47240;2024 Toyota Prius Smart Key Fob PN: 8990H-47240;Smart Key Remote; ymm_2024_Toyota_Prius;TRUE;only manual;
2024-toyota-rav4-smart-key-remote-pn-8990h-0r200;2024 Toyota RAV4 Smart Key Remote PN: 8990H-0R200;Smart Key Remote; ymm_2024_Toyota_RAV4;TRUE;only manual;
2024-toyota-rav4-smart-key-remote-pn-8990h-0r230;2024 Toyota RAV4 Smart Key Remote PN: 8990H-0R230;Smart Key Remote; ymm_2024_Toyota_RAV4;TRUE;only manual;
2024-toyota-sequoia-smart-key-remote-pn-8990h-0c020;2024 Toyota Sequoia Smart Key Remote PN: 8990H-0C020;Smart Key Remote; ymm_2024_Toyota_Sequoia;TRUE;only manual;
2024-toyota-sequoia-smart-key-remote-pn-8990h-0c030;2024 Toyota Sequoia Smart Key Remote PN: 8990H-0C030;Smart Key Remote; ymm_2024_Toyota_Sequoia;TRUE;only manual;
2024-toyota-sienna-smart-key-fob-pn-8990h-08010;2024 Toyota Sienna Smart Key Fob PN: 8990H-08010;Smart Key Remote; ymm_2024_Toyota_Sienna;TRUE;only manual;
2024-toyota-sienna-smart-key-fob-pn-8990h-08020;2024 Toyota Sienna Smart Key Fob PN: 8990H-08020;Smart Key Remote; ymm_2024_Toyota_Sienna;TRUE;only manual;
2024-toyota-tacoma-smart-key-remote-pn-8990h-0c030;2024 Toyota Tacoma Smart Key Remote PN: 8990H-0C030;Smart Key Remote; ymm_2024_Toyota_Tacoma;TRUE;only manual;
2024-toyota-venza-smart-key-fob-pn-8990h-48050-8990h-48051;"2024 Toyota Venza Smart Key Fob PN: 8990H-48050, 8990H-48051";Smart Key Remote; ymm_2024_Toyota_Venza;TRUE;only manual;
1998-lexus-es300-remote-head-key-pn-89070-33470;1998 Lexus ES300 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_1998_Lexus_ES300;TRUE;only manual;
1998-lexus-sc300-remote-head-key-pn-89070-33470;1998 Lexus SC300 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_1998_Lexus_SC300;TRUE;only manual;
1998-lexus-sc400-remote-head-key-pn-89070-33470;1998 Lexus SC400 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_1998_Lexus_SC400;TRUE;only manual;
1999-lexus-es300-remote-head-key-pn-89070-33470;1999 Lexus ES300 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_1999_Lexus_ES300;TRUE;only manual;
1999-lexus-sc300-remote-head-key-pn-89070-33470;1999 Lexus SC300 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_1999_Lexus_SC300;TRUE;only manual;
1999-lexus-sc400-remote-head-key-pn-89070-33470;1999 Lexus SC400 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_1999_Lexus_SC400;TRUE;only manual;
2000-lexus-es300-remote-head-key-pn-89070-33470;2000 Lexus ES300 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_2000_Lexus_ES300;TRUE;only manual;
2000-lexus-sc300-remote-head-key-pn-89070-33470;2000 Lexus SC300 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_2000_Lexus_SC300;TRUE;only manual;
2000-lexus-sc400-remote-head-key-pn-89070-33470;2000 Lexus SC400 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_2000_Lexus_SC400;TRUE;only manual;
2001-lexus-es300-remote-head-key-pn-89070-33470;2001 Lexus ES300 Remote Head Key PN: 89070-33470;Remote Head Key;ymm_2001_Lexus_ES300;TRUE;only manual;
2001-volkswagen-new-beetle-7820;2001 Volkswagen New Beetle Flipkey Remote PN: 1J0-959-753-F FCC: NBG 8137 T1;Flipkey Remote;ymm_2001_Volkswagen_New__Beetle;TRUE;only manual;
2001-volkswagen-passat-7820;2001 Volkswagen Passat Flipkey Remote PN: 1J0-959-753-F FCC: NBG 8137 T1;Flipkey Remote;ymm_2001_Volkswagen_Passat;TRUE;only manual;
2001-volkswagen-passat-7821;2001 Volkswagen Passat Flipkey Remote PN: 1J0-959-753-F FCC: NBG 8137 T2;Flipkey Remote;ymm_2001_Volkswagen_Passat;TRUE;only manual;
2002-audi-a4-8112;2002 Audi A4 FlipKey Remote FCC ID: MYT8Z0837231 PN: 4DO837231E;Flipkey Remote;ymm_2002_Audi_A4;TRUE;only manual;
2002-bmw-m3-8202;"2002 BMW M3 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2002_BMW_M3;TRUE;only manual;
2002-bmw-m5-8202;"2002 BMW M5 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2002_BMW_M5;TRUE;only manual;
2002-bmw-x5-8202;"2002 BMW X5 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2002_BMW_X5;TRUE;only manual;
2002-bmw-z3-8201;"2002 BMW Z3 Remote Head Key PN: 8382328, FCC ID: LX8FZV";Remote Head Key;ymm_2002_BMW_Z3;TRUE;only manual;
2002-bmw-z3-8202;"2002 BMW Z3 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2002_BMW_Z3;TRUE;only manual;
2002-bmw-z8-8202;"2002 BMW Z8 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2002_BMW_Z8;TRUE;only manual;
2002-jaguar-s-type-8912;"2002 Jaguar S-Type FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2002_Jaguar_S-Type;TRUE;only manual;
2002-jaguar-xj8-8912;"2002 Jaguar XJ8 FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2002_Jaguar_XJ8;TRUE;only manual;
2002-jaguar-x-type-8912;"2002 Jaguar X-Type FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2002_Jaguar_X-Type;TRUE;only manual;
2002-volkswagen-cabrio-7820;2002 Volkswagen Cabrio Flipkey Remote PN: 1J0-959-753-F FCC: NBG 8137 T1;Flipkey Remote;ymm_2002_Volkswagen_Cabrio;TRUE;only manual;
2002-volkswagen-golf-7841;2002 Volkswagen Golf FlipKey Remote HLO 1J0 959 753 DC / AM;Flipkey Remote;ymm_2002_Volkswagen_Golf;TRUE;only manual;
2002-volkswagen-jetta-7841;2002 Volkswagen Jetta FlipKey Remote HLO 1J0 959 753 DC / AM;Flipkey Remote;ymm_2002_Volkswagen_Jetta;TRUE;only manual;
2002-volkswagen-new-beetle-7841;2002 Volkswagen New Beetle FlipKey Remote HLO 1J0 959 753 DC / AM;Flipkey Remote;ymm_2002_Volkswagen_New__Beetle;TRUE;only manual;
2002-volkswagen-passat-7820;2002 Volkswagen Passat Flipkey Remote PN: 1J0-959-753-F FCC: NBG 8137 T1;Flipkey Remote;ymm_2002_Volkswagen_Passat;TRUE;only manual;
2002-volkswagen-passat-7821;2002 Volkswagen Passat Flipkey Remote PN: 1J0-959-753-F FCC: NBG 8137 T2;Flipkey Remote;ymm_2002_Volkswagen_Passat;TRUE;only manual;
2002-volkswagen-passat-7841;2002 Volkswagen Passat FlipKey Remote HLO 1J0 959 753 DC / AM;Flipkey Remote;ymm_2002_Volkswagen_Passat;TRUE;only manual;
2003-audi-a4-8112;2003 Audi A4 FlipKey Remote FCC ID: MYT8Z0837231 PN: 4DO837231E;Flipkey Remote;ymm_2003_Audi_A4;TRUE;only manual;
2003-bmw-m3-8202;"2003 BMW M3 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2003_BMW_M3;TRUE;only manual;
2003-bmw-m5-8202;"2003 BMW M5 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2003_BMW_M5;TRUE;only manual;
2003-bmw-x5-8202;"2003 BMW X5 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2003_BMW_X5;TRUE;only manual;
2003-bmw-z4-8202;"2003 BMW Z4 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2003_BMW_Z4;TRUE;only manual;
2003-bmw-z8-8202;"2003 BMW Z8 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2003_BMW_Z8;TRUE;only manual;
2003-jaguar-s-type-8912;"2003 Jaguar S-Type FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2003_Jaguar_S-Type;TRUE;only manual;
2003-jaguar-xj8-8912;"2003 Jaguar XJ8 FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2003_Jaguar_XJ8;TRUE;only manual;
2003-jaguar-xjr-8912;"2003 Jaguar XJR FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2003_Jaguar_XJR;TRUE;only manual;
2003-jaguar-xk8-8912;"2003 Jaguar XK8 FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2003_Jaguar_XK8;TRUE;only manual;
2003-jaguar-xkr-8912;"2003 Jaguar XKR FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2003_Jaguar_XKR;TRUE;only manual;
2003-jaguar-x-type-8912;"2003 Jaguar X-Type FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2003_Jaguar_X-Type;TRUE;only manual;
2003-volkswagen-golf-7841;2003 Volkswagen Golf FlipKey Remote HLO 1J0 959 753 DC / AM;Flipkey Remote;ymm_2003_Volkswagen_Golf;TRUE;only manual;
2003-volkswagen-jetta-7841;2003 Volkswagen Jetta FlipKey Remote HLO 1J0 959 753 DC / AM;Flipkey Remote;ymm_2003_Volkswagen_Jetta;TRUE;only manual;
2003-volkswagen-new-beetle-7841;2003 Volkswagen New Beetle FlipKey Remote HLO 1J0 959 753 DC / AM;Flipkey Remote;ymm_2003_Volkswagen_New__Beetle;TRUE;only manual;
2003-volkswagen-passat-7841;2003 Volkswagen Passat FlipKey Remote HLO 1J0 959 753 DC / AM;Flipkey Remote;ymm_2003_Volkswagen_Passat;TRUE;only manual;
2004-audi-a4-8112;2004 Audi A4 FlipKey Remote FCC ID: MYT8Z0837231 PN: 4DO837231E;Flipkey Remote;ymm_2004_Audi_A4;TRUE;only manual;
2004-bmw-m3-8202;"2004 BMW M3 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2004_BMW_M3;TRUE;only manual;
2004-bmw-x3-8202;"2004 BMW X3 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2004_BMW_X3;TRUE;only manual;
2004-bmw-x5-8202;"2004 BMW X5 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2004_BMW_X5;TRUE;only manual;
2004-bmw-z4-8202;"2004 BMW Z4 Remote Head Key PN: 6955750, FCC ID: LX8FZV";Remote Head Key;ymm_2004_BMW_Z4;TRUE;only manual;
2004-jaguar-s-type-8912;"2004 Jaguar S-Type FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2004_Jaguar_S-Type;TRUE;only manual;
2004-jaguar-vanden-plas-8912;"2004 Jaguar Vanden Plas FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2004_Jaguar_Vanden__Plas;TRUE;only manual;
2004-jaguar-xj8-8912;"2004 Jaguar XJ8 FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2004_Jaguar_XJ8;TRUE;only manual;
2004-jaguar-xjr-8912;"2004 Jaguar XJR FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2004_Jaguar_XJR;TRUE;only manual;
2004-jaguar-xk8-8912;"2004 Jaguar XK8 FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2004_Jaguar_XK8;TRUE;only manual;
2004-jaguar-xkr-8912;"2004 Jaguar XKR FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2004_Jaguar_XKR;TRUE;only manual;
2004-jaguar-x-type-8912;"2004 Jaguar X-Type FlipKey Remote FCC ID: NHVWB1U241, CWTWB1U243";Flipkey Remote;ymm_2004_Jaguar_X-Type;TRUE;only manual;
